health_area,district_name,data_element_name,year_month,monthly_value,previous_month_value,mom_percent_change
Reproductive Health,West Zacharymouth District,Safe abortion services,202411,591.0,544.0,8.63970588235294
Reproductive Health,West Zacharymouth District,Safe abortion services,202412,517.0,591.0,-12.521150592216582
Reproductive Health,West Zacharymouth District,Safe abortion services,202501,809.0,517.0,56.47969052224371
Reproductive Health,West Zacharymouth District,Safe abortion services,202502,368.0,809.0,-54.51174289245982
Reproductive Health,West Zacharymouth District,Safe abortion services,202503,1071.0,368.0,191.0326086956522
Reproductive Health,West Zacharymouth District,Safe abortion services,202504,946.0,1071.0,-11.671335200746965
Reproductive Health,West Zacharymouth District,Safe abortion services,202505,607.0,946.0,-35.83509513742072
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202406,966.0,,
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202407,387.0,966.0,-59.93788819875776
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202408,687.0,387.0,77.51937984496125
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202409,745.0,687.0,8.442503639010189
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202410,499.0,745.0,-33.02013422818792
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202411,704.0,499.0,41.08216432865731
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202412,849.0,704.0,20.59659090909091
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202501,577.0,849.0,-32.037691401649
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202502,837.0,577.0,45.06065857885615
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202503,734.0,837.0,-12.305854241338112
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202504,903.0,734.0,23.024523160762943
Reproductive Health,West Zacharymouth District,Skilled birth attendants,202505,1233.0,903.0,36.544850498338874
Reproductive Health,Westtown District,ANC first visits,202406,212.0,,
Reproductive Health,Westtown District,ANC first visits,202407,61.0,212.0,-71.22641509433963
Reproductive Health,Westtown District,ANC first visits,202408,30.0,61.0,-50.81967213114754
Reproductive Health,Westtown District,ANC first visits,202409,32.0,30.0,6.666666666666667
Reproductive Health,Westtown District,ANC first visits,202410,25.0,32.0,-21.875
Reproductive Health,Westtown District,ANC first visits,202411,40.0,25.0,60.0
Reproductive Health,Westtown District,ANC first visits,202412,275.0,40.0,587.5
Reproductive Health,Westtown District,ANC first visits,202501,106.0,275.0,-61.45454545454545
Reproductive Health,Westtown District,ANC first visits,202502,72.0,106.0,-32.075471698113205
Reproductive Health,Westtown District,ANC first visits,202503,58.0,72.0,-19.444444444444446
Reproductive Health,Westtown District,ANC first visits,202504,275.0,58.0,374.13793103448273
Reproductive Health,Westtown District,ANC first visits,202505,53.0,275.0,-80.72727272727272
Reproductive Health,Westtown District,ANC fourth visits,202406,64.0,,
Reproductive Health,Westtown District,ANC fourth visits,202407,42.0,64.0,-34.375
Reproductive Health,Westtown District,ANC fourth visits,202408,62.0,42.0,47.61904761904761
Reproductive Health,Westtown District,ANC fourth visits,202409,91.0,62.0,46.774193548387096
Reproductive Health,Westtown District,ANC fourth visits,202410,59.0,91.0,-35.16483516483517
Reproductive Health,Westtown District,ANC fourth visits,202411,57.0,59.0,-3.389830508474576
Reproductive Health,Westtown District,ANC fourth visits,202412,60.0,57.0,5.263157894736842
Reproductive Health,Westtown District,ANC fourth visits,202501,45.0,60.0,-25.0
Reproductive Health,Westtown District,ANC fourth visits,202502,69.0,45.0,53.333333333333336
Reproductive Health,Westtown District,ANC fourth visits,202503,32.0,69.0,-53.62318840579711
Reproductive Health,Westtown District,ANC fourth visits,202504,20.0,32.0,-37.5
Reproductive Health,Westtown District,ANC fourth visits,202505,91.0,20.0,355.0
Reproductive Health,Westtown District,Family planning new acceptors,202406,497.0,,
Reproductive Health,Westtown District,Family planning new acceptors,202407,707.0,497.0,42.25352112676056
Reproductive Health,Westtown District,Family planning new acceptors,202408,846.0,707.0,19.660537482319658
Reproductive Health,Westtown District,Family planning new acceptors,202409,339.0,846.0,-59.9290780141844
Reproductive Health,Westtown District,Family planning new acceptors,202410,645.0,339.0,90.2654867256637
Reproductive Health,Westtown District,Family planning new acceptors,202411,920.0,645.0,42.63565891472868
Reproductive Health,Westtown District,Family planning new acceptors,202412,240.0,920.0,-73.91304347826086
Reproductive Health,Westtown District,Family planning new acceptors,202501,1197.0,240.0,398.75
Reproductive Health,Westtown District,Family planning new acceptors,202502,583.0,1197.0,-51.294903926482874
Reproductive Health,Westtown District,Family planning new acceptors,202503,826.0,583.0,41.680960548885075
Reproductive Health,Westtown District,Family planning new acceptors,202504,881.0,826.0,6.658595641646489
Reproductive Health,Westtown District,Family planning new acceptors,202505,724.0,881.0,-17.82065834279228
Reproductive Health,Westtown District,Modern contraceptive users,202406,745.0,,
Reproductive Health,Westtown District,Modern contraceptive users,202407,901.0,745.0,20.93959731543624
Reproductive Health,Westtown District,Modern contraceptive users,202408,1136.0,901.0,26.082130965593787
Reproductive Health,Westtown District,Modern contraceptive users,202409,241.0,1136.0,-78.78521126760563
Reproductive Health,Westtown District,Modern contraceptive users,202410,760.0,241.0,215.35269709543567
Reproductive Health,Westtown District,Modern contraceptive users,202411,674.0,760.0,-11.31578947368421
Reproductive Health,Westtown District,Modern contraceptive users,202412,856.0,674.0,27.002967359050444
Reproductive Health,Westtown District,Modern contraceptive users,202501,862.0,856.0,0.7009345794392523
Reproductive Health,Westtown District,Modern contraceptive users,202502,611.0,862.0,-29.118329466357306
Reproductive Health,Westtown District,Modern contraceptive users,202503,1155.0,611.0,89.03436988543372
Reproductive Health,Westtown District,Modern contraceptive users,202504,295.0,1155.0,-74.45887445887446
Reproductive Health,Westtown District,Modern contraceptive users,202505,938.0,295.0,217.96610169491527
Reproductive Health,Westtown District,Post-abortion care clients,202406,727.0,,
Reproductive Health,Westtown District,Post-abortion care clients,202407,699.0,727.0,-3.851444291609354
Reproductive Health,Westtown District,Post-abortion care clients,202408,723.0,699.0,3.4334763948497855
Reproductive Health,Westtown District,Post-abortion care clients,202409,893.0,723.0,23.513139695712308
Reproductive Health,Westtown District,Post-abortion care clients,202410,956.0,893.0,7.054871220604703
Reproductive Health,Westtown District,Post-abortion care clients,202411,1136.0,956.0,18.828451882845187
Reproductive Health,Westtown District,Post-abortion care clients,202412,954.0,1136.0,-16.02112676056338
Reproductive Health,Westtown District,Post-abortion care clients,202501,981.0,954.0,2.8301886792452833
Reproductive Health,Westtown District,Post-abortion care clients,202502,913.0,981.0,-6.931702344546381
Reproductive Health,Westtown District,Post-abortion care clients,202503,978.0,913.0,7.119386637458927
Reproductive Health,Westtown District,Post-abortion care clients,202504,980.0,978.0,0.2044989775051125
Reproductive Health,Westtown District,Post-abortion care clients,202505,832.0,980.0,-15.10204081632653
Reproductive Health,Westtown District,Safe abortion services,202406,920.0,,
Reproductive Health,Westtown District,Safe abortion services,202407,434.0,920.0,-52.826086956521735
Reproductive Health,Westtown District,Safe abortion services,202408,1218.0,434.0,180.64516129032256
Reproductive Health,Westtown District,Safe abortion services,202409,875.0,1218.0,-28.160919540229884
Reproductive Health,Westtown District,Safe abortion services,202410,683.0,875.0,-21.942857142857143
Reproductive Health,Westtown District,Safe abortion services,202411,616.0,683.0,-9.809663250366032
Reproductive Health,Westtown District,Safe abortion services,202412,903.0,616.0,46.590909090909086
Reproductive Health,Westtown District,Safe abortion services,202501,602.0,903.0,-33.33333333333333
Reproductive Health,Westtown District,Safe abortion services,202502,641.0,602.0,6.4784053156146175
Reproductive Health,Westtown District,Safe abortion services,202503,1027.0,641.0,60.218408736349446
Reproductive Health,Westtown District,Safe abortion services,202504,1081.0,1027.0,5.258033106134373
Reproductive Health,Westtown District,Safe abortion services,202505,616.0,1081.0,-43.015726179463456
Reproductive Health,Westtown District,Skilled birth attendants,202406,599.0,,
Reproductive Health,Westtown District,Skilled birth attendants,202407,177.0,599.0,-70.4507512520868
Reproductive Health,Westtown District,Skilled birth attendants,202408,229.0,177.0,29.37853107344633
Reproductive Health,Westtown District,Skilled birth attendants,202409,245.0,229.0,6.986899563318777
Reproductive Health,Westtown District,Skilled birth attendants,202410,1124.0,245.0,358.7755102040816
Reproductive Health,Westtown District,Skilled birth attendants,202411,584.0,1124.0,-48.04270462633452
Reproductive Health,Westtown District,Skilled birth attendants,202412,654.0,584.0,11.986301369863012
Reproductive Health,Westtown District,Skilled birth attendants,202501,538.0,654.0,-17.737003058103976
Reproductive Health,Westtown District,Skilled birth attendants,202502,808.0,538.0,50.18587360594795
Reproductive Health,Westtown District,Skilled birth attendants,202503,845.0,808.0,4.579207920792079
Reproductive Health,Westtown District,Skilled birth attendants,202504,710.0,845.0,-15.976331360946746
Reproductive Health,Westtown District,Skilled birth attendants,202505,1168.0,710.0,64.50704225352113
Tuberculosis,,DR-TB cases detected,202406,146.0,,
Tuberculosis,,DR-TB cases detected,202407,53.0,146.0,-63.6986301369863
Tuberculosis,,DR-TB cases detected,202408,97.0,53.0,83.01886792452831
Tuberculosis,,DR-TB cases detected,202409,72.0,97.0,-25.773195876288657
Tuberculosis,,DR-TB cases detected,202410,158.0,72.0,119.44444444444444
Tuberculosis,,DR-TB cases detected,202411,79.0,158.0,-50.0
Tuberculosis,,DR-TB cases detected,202412,78.0,79.0,-1.2658227848101267
Tuberculosis,,DR-TB cases detected,202501,123.0,78.0,57.692307692307686
Tuberculosis,,DR-TB cases detected,202502,69.0,123.0,-43.90243902439025
Tuberculosis,,DR-TB cases detected,202503,43.0,69.0,-37.68115942028986
Tuberculosis,,DR-TB cases detected,202504,99.0,43.0,130.2325581395349
Tuberculosis,,DR-TB cases detected,202505,43.0,99.0,-56.56565656565656
Tuberculosis,,GeneXpert tests conducted,202406,70.0,,
Tuberculosis,,GeneXpert tests conducted,202407,73.0,70.0,4.285714285714286
Tuberculosis,,GeneXpert tests conducted,202408,33.0,73.0,-54.794520547945204
Tuberculosis,,GeneXpert tests conducted,202409,79.0,33.0,139.3939393939394
Tuberculosis,,GeneXpert tests conducted,202410,73.0,79.0,-7.59493670886076
Tuberculosis,,GeneXpert tests conducted,202411,74.0,73.0,1.36986301369863
Tuberculosis,,GeneXpert tests conducted,202412,129.0,74.0,74.32432432432432
Tuberculosis,,GeneXpert tests conducted,202501,81.0,129.0,-37.2093023255814
Tuberculosis,,GeneXpert tests conducted,202502,89.0,81.0,9.876543209876543
Tuberculosis,,GeneXpert tests conducted,202503,63.0,89.0,-29.213483146067414
Tuberculosis,,GeneXpert tests conducted,202504,97.0,63.0,53.96825396825397
Tuberculosis,,GeneXpert tests conducted,202505,70.0,97.0,-27.835051546391753
Tuberculosis,,TB bacteriologically confirmed,202406,1830.0,,
Tuberculosis,,TB bacteriologically confirmed,202407,696.0,1830.0,-61.967213114754095
Tuberculosis,,TB bacteriologically confirmed,202408,1108.0,696.0,59.195402298850574
Tuberculosis,,TB bacteriologically confirmed,202409,1097.0,1108.0,-0.9927797833935018
Tuberculosis,,TB bacteriologically confirmed,202410,993.0,1097.0,-9.480401093892434
Tuberculosis,,TB bacteriologically confirmed,202411,845.0,993.0,-14.904330312185296
Tuberculosis,,TB bacteriologically confirmed,202412,846.0,845.0,0.1183431952662722
Tuberculosis,,TB bacteriologically confirmed,202501,1226.0,846.0,44.91725768321513
Tuberculosis,,TB bacteriologically confirmed,202502,584.0,1226.0,-52.36541598694943
Tuberculosis,,TB bacteriologically confirmed,202503,515.0,584.0,-11.815068493150685
Tuberculosis,,TB bacteriologically confirmed,202504,983.0,515.0,90.87378640776699
Tuberculosis,,TB bacteriologically confirmed,202505,1284.0,983.0,30.620549338758902
Tuberculosis,,TB contacts investigated,202406,1776.0,,
Tuberculosis,,TB contacts investigated,202407,912.0,1776.0,-48.64864864864865
Tuberculosis,,TB contacts investigated,202408,793.0,912.0,-13.048245614035087
Tuberculosis,,TB contacts investigated,202409,1071.0,793.0,35.05674653215637
Tuberculosis,,TB contacts investigated,202410,461.0,1071.0,-56.95611577964519
Tuberculosis,,TB contacts investigated,202411,765.0,461.0,65.94360086767897
Tuberculosis,,TB contacts investigated,202412,1830.0,765.0,139.2156862745098
Tuberculosis,,TB contacts investigated,202501,816.0,1830.0,-55.40983606557377
Tuberculosis,,TB contacts investigated,202502,1923.0,816.0,135.66176470588235
Tuberculosis,,TB contacts investigated,202503,963.0,1923.0,-49.921996879875195
Tuberculosis,,TB contacts investigated,202504,780.0,963.0,-19.003115264797508
Tuberculosis,,TB contacts investigated,202505,1004.0,780.0,28.717948717948715
Tuberculosis,,TB presumptive cases,202406,30.0,,
Tuberculosis,,TB presumptive cases,202407,38.0,30.0,26.666666666666668
Tuberculosis,,TB presumptive cases,202408,61.0,38.0,60.526315789473685
Tuberculosis,,TB presumptive cases,202409,45.0,61.0,-26.229508196721312
Tuberculosis,,TB presumptive cases,202410,91.0,45.0,102.22222222222221
Tuberculosis,,TB presumptive cases,202411,39.0,91.0,-57.14285714285714
Tuberculosis,,TB presumptive cases,202412,85.0,39.0,117.94871794871796
Tuberculosis,,TB presumptive cases,202501,71.0,85.0,-16.470588235294116
Tuberculosis,,TB presumptive cases,202502,115.0,71.0,61.97183098591549
Tuberculosis,,TB presumptive cases,202503,117.0,115.0,1.7391304347826086
Tuberculosis,,TB presumptive cases,202504,57.0,117.0,-51.28205128205128
Tuberculosis,,TB presumptive cases,202505,110.0,57.0,92.98245614035088
Tuberculosis,,TB treatment initiated,202406,130.0,,
Tuberculosis,,TB treatment initiated,202407,317.0,130.0,143.84615384615384
Tuberculosis,,TB treatment initiated,202408,667.0,317.0,110.41009463722398
Tuberculosis,,TB treatment initiated,202409,0.0,667.0,-100.0
Tuberculosis,,TB treatment initiated,202410,623.0,0.0,
Tuberculosis,,TB treatment initiated,202411,673.0,623.0,8.025682182985554
Tuberculosis,,TB treatment initiated,202412,927.0,673.0,37.74145616641902
Tuberculosis,,TB treatment initiated,202501,264.0,927.0,-71.52103559870551
Tuberculosis,,TB treatment initiated,202502,674.0,264.0,155.3030303030303
Tuberculosis,,TB treatment initiated,202503,653.0,674.0,-3.115727002967359
Tuberculosis,,TB treatment initiated,202504,656.0,653.0,0.45941807044410415
Tuberculosis,,TB treatment initiated,202505,643.0,656.0,-1.9817073170731707
Tuberculosis,,TB treatment success rate,202406,488.4,,
Tuberculosis,,TB treatment success rate,202407,593.2,488.4,21.45782145782147
Tuberculosis,,TB treatment success rate,202408,356.6,593.2,-39.88536749831423
Tuberculosis,,TB treatment success rate,202409,264.8,356.6,-25.74312955692653
Tuberculosis,,TB treatment success rate,202410,354.5,264.8,33.874622356495465
Tuberculosis,,TB treatment success rate,202411,380.40000000000003,354.5,7.306064880112845
Tuberculosis,,TB treatment success rate,202412,497.09999999999997,380.40000000000003,30.678233438485787
Tuberculosis,,TB treatment success rate,202501,370.0,497.09999999999997,-25.56829611748139
Tuberculosis,,TB treatment success rate,202502,449.70000000000005,370.0,21.540540540540555
Tuberculosis,,TB treatment success rate,202503,479.6,449.70000000000005,6.648877029130526
Tuberculosis,,TB treatment success rate,202504,487.4,479.6,1.6263552960800571
Tuberculosis,,TB treatment success rate,202505,228.8,487.4,-53.05703734099302
Tuberculosis,,TPT initiations,202406,1652.0,,
Tuberculosis,,TPT initiations,202407,95.0,1652.0,-94.24939467312349
Tuberculosis,,TPT initiations,202408,812.0,95.0,754.7368421052631
Tuberculosis,,TPT initiations,202409,483.0,812.0,-40.51724137931034
Tuberculosis,,TPT initiations,202410,1154.0,483.0,138.92339544513456
Tuberculosis,,TPT initiations,202411,275.0,1154.0,-76.16984402079723
Tuberculosis,,TPT initiations,202412,555.0,275.0,101.81818181818181
Tuberculosis,,TPT initiations,202501,765.0,555.0,37.83783783783784
Tuberculosis,,TPT initiations,202502,826.0,765.0,7.973856209150326
Tuberculosis,,TPT initiations,202503,705.0,826.0,-14.648910411622277
Tuberculosis,,TPT initiations,202504,366.0,705.0,-48.08510638297872
Tuberculosis,,TPT initiations,202505,724.0,366.0,97.81420765027322
Tuberculosis,Bensonborough District,DR-TB cases detected,202406,89.0,,
Tuberculosis,Bensonborough District,DR-TB cases detected,202407,73.0,89.0,-17.97752808988764
Tuberculosis,Bensonborough District,DR-TB cases detected,202408,55.0,73.0,-24.65753424657534
Tuberculosis,Bensonborough District,DR-TB cases detected,202409,48.0,55.0,-12.727272727272727
Tuberculosis,Bensonborough District,DR-TB cases detected,202410,39.0,48.0,-18.75
Tuberculosis,Bensonborough District,DR-TB cases detected,202411,79.0,39.0,102.56410256410255
Tuberculosis,Bensonborough District,DR-TB cases detected,202412,77.0,79.0,-2.5316455696202533
Tuberculosis,Bensonborough District,DR-TB cases detected,202501,71.0,77.0,-7.792207792207792
Tuberculosis,Bensonborough District,DR-TB cases detected,202502,63.0,71.0,-11.267605633802818
Tuberculosis,Bensonborough District,DR-TB cases detected,202503,79.0,63.0,25.396825396825395
Tuberculosis,Bensonborough District,DR-TB cases detected,202504,67.0,79.0,-15.18987341772152
Tuberculosis,Bensonborough District,DR-TB cases detected,202505,64.0,67.0,-4.477611940298507
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202406,63.0,,
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202407,60.0,63.0,-4.761904761904762
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202408,60.0,60.0,0.0
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202409,51.0,60.0,-15.0
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202410,49.0,51.0,-3.9215686274509802
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202411,49.0,49.0,0.0
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202412,61.0,49.0,24.489795918367346
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202501,44.0,61.0,-27.86885245901639
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202502,70.0,44.0,59.09090909090909
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202503,51.0,70.0,-27.142857142857142
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202504,58.0,51.0,13.725490196078432
Tuberculosis,Bensonborough District,GeneXpert tests conducted,202505,85.0,58.0,46.55172413793103
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202406,1250.0,,
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202407,960.0,1250.0,-23.200000000000003
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202408,623.0,960.0,-35.104166666666664
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202409,605.0,623.0,-2.889245585874799
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202410,1138.0,605.0,88.09917355371901
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202411,899.0,1138.0,-21.00175746924429
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202412,1130.0,899.0,25.695216907675196
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202501,1091.0,1130.0,-3.4513274336283186
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202502,1261.0,1091.0,15.582034830430796
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202503,1192.0,1261.0,-5.471847739888977
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202504,469.0,1192.0,-60.65436241610739
Tuberculosis,Bensonborough District,TB bacteriologically confirmed,202505,499.0,469.0,6.396588486140725
Tuberculosis,Bensonborough District,TB contacts investigated,202406,728.0,,
Tuberculosis,Bensonborough District,TB contacts investigated,202407,862.0,728.0,18.40659340659341
Tuberculosis,Bensonborough District,TB contacts investigated,202408,1395.0,862.0,61.832946635730856
Tuberculosis,Bensonborough District,TB contacts investigated,202409,1274.0,1395.0,-8.67383512544803
Tuberculosis,Bensonborough District,TB contacts investigated,202410,1205.0,1274.0,-5.416012558869702
Tuberculosis,Bensonborough District,TB contacts investigated,202411,843.0,1205.0,-30.04149377593361
Tuberculosis,Bensonborough District,TB contacts investigated,202412,770.0,843.0,-8.659549228944247
Tuberculosis,Bensonborough District,TB contacts investigated,202501,625.0,770.0,-18.83116883116883
Tuberculosis,Bensonborough District,TB contacts investigated,202502,1161.0,625.0,85.76
Tuberculosis,Bensonborough District,TB contacts investigated,202503,483.0,1161.0,-58.39793281653747
Tuberculosis,Bensonborough District,TB contacts investigated,202504,971.0,483.0,101.0351966873706
Tuberculosis,Bensonborough District,TB contacts investigated,202505,1022.0,971.0,5.25231719876416
Tuberculosis,Bensonborough District,TB presumptive cases,202406,51.0,,
Tuberculosis,Bensonborough District,TB presumptive cases,202407,108.0,51.0,111.76470588235294
Tuberculosis,Bensonborough District,TB presumptive cases,202408,92.0,108.0,-14.814814814814813
Tuberculosis,Bensonborough District,TB presumptive cases,202409,29.0,92.0,-68.47826086956522
Tuberculosis,Bensonborough District,TB presumptive cases,202410,71.0,29.0,144.82758620689654
Tuberculosis,Bensonborough District,TB presumptive cases,202411,85.0,71.0,19.718309859154928
Tuberculosis,Bensonborough District,TB presumptive cases,202412,82.0,85.0,-3.5294117647058822
Tuberculosis,Bensonborough District,TB presumptive cases,202501,57.0,82.0,-30.48780487804878
Tuberculosis,Bensonborough District,TB presumptive cases,202502,67.0,57.0,17.543859649122805
Tuberculosis,Bensonborough District,TB presumptive cases,202503,76.0,67.0,13.432835820895523
Tuberculosis,Bensonborough District,TB presumptive cases,202504,75.0,76.0,-1.3157894736842104
Tuberculosis,Bensonborough District,TB presumptive cases,202505,54.0,75.0,-28.000000000000004
Tuberculosis,Bensonborough District,TB treatment success rate,202406,272.0,,
Tuberculosis,Bensonborough District,TB treatment success rate,202407,327.3,272.0,20.33088235294118
Tuberculosis,Bensonborough District,TB treatment success rate,202408,346.7,327.3,5.927283837457983
Tuberculosis,Bensonborough District,TB treatment success rate,202409,239.1,346.7,-31.035477357946352
Tuberculosis,Bensonborough District,TB treatment success rate,202410,202.4,239.1,-15.349226265161017
Tuberculosis,Bensonborough District,TB treatment success rate,202411,190.50000000000003,202.4,-5.879446640316194
Tuberculosis,Bensonborough District,TB treatment success rate,202412,339.1,190.50000000000003,78.005249343832
Tuberculosis,Bensonborough District,TB treatment success rate,202501,266.4,339.1,-21.439103509289307
Tuberculosis,Bensonborough District,TB treatment success rate,202502,359.0,266.4,34.759759759759774
Tuberculosis,Bensonborough District,TB treatment success rate,202503,288.5,359.0,-19.637883008356546
Tuberculosis,Bensonborough District,TB treatment success rate,202504,278.7,288.5,-3.396880415944545
Tuberculosis,Bensonborough District,TB treatment success rate,202505,222.9,278.7,-20.021528525296013
Tuberculosis,Bensonborough District,TPT initiations,202406,390.0,,
Tuberculosis,Bensonborough District,TPT initiations,202407,353.0,390.0,-9.487179487179487
Tuberculosis,Bensonborough District,TPT initiations,202408,787.0,353.0,122.94617563739376
Tuberculosis,Bensonborough District,TPT initiations,202409,1025.0,787.0,30.241423125794153
Tuberculosis,Bensonborough District,TPT initiations,202410,840.0,1025.0,-18.048780487804876
Tuberculosis,Bensonborough District,TPT initiations,202411,612.0,840.0,-27.142857142857142
Tuberculosis,Bensonborough District,TPT initiations,202412,846.0,612.0,38.23529411764706
Tuberculosis,Bensonborough District,TPT initiations,202501,992.0,846.0,17.257683215130022
Tuberculosis,Bensonborough District,TPT initiations,202502,1111.0,992.0,11.995967741935484
Tuberculosis,Bensonborough District,TPT initiations,202503,906.0,1111.0,-18.45184518451845
Tuberculosis,Bensonborough District,TPT initiations,202504,803.0,906.0,-11.368653421633553
Tuberculosis,Bensonborough District,TPT initiations,202505,816.0,803.0,1.61892901618929
Tuberculosis,Christopherbury District,DR-TB cases detected,202406,127.0,,
Tuberculosis,Christopherbury District,DR-TB cases detected,202407,124.0,127.0,-2.3622047244094486
Tuberculosis,Christopherbury District,DR-TB cases detected,202408,71.0,124.0,-42.74193548387097
Tuberculosis,Christopherbury District,DR-TB cases detected,202409,58.0,71.0,-18.30985915492958
Tuberculosis,Christopherbury District,DR-TB cases detected,202410,92.0,58.0,58.620689655172406
Tuberculosis,Christopherbury District,DR-TB cases detected,202411,112.0,92.0,21.73913043478261
Tuberculosis,Christopherbury District,DR-TB cases detected,202412,101.0,112.0,-9.821428571428571
Tuberculosis,Christopherbury District,DR-TB cases detected,202501,310.0,101.0,206.93069306930693
Tuberculosis,Christopherbury District,DR-TB cases detected,202502,123.0,310.0,-60.322580645161295
Tuberculosis,Christopherbury District,DR-TB cases detected,202503,137.0,123.0,11.38211382113821
Tuberculosis,Christopherbury District,DR-TB cases detected,202504,111.0,137.0,-18.97810218978102
Tuberculosis,Christopherbury District,DR-TB cases detected,202505,93.0,111.0,-16.216216216216218
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202406,97.0,,
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202407,81.0,97.0,-16.49484536082474
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202408,81.0,81.0,0.0
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202409,144.0,81.0,77.77777777777779
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202410,92.0,144.0,-36.11111111111111
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202411,146.0,92.0,58.69565217391305
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202412,87.0,146.0,-40.41095890410959
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202501,113.0,87.0,29.88505747126437
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202502,111.0,113.0,-1.7699115044247788
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202503,310.0,111.0,179.27927927927928
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202504,117.0,310.0,-62.25806451612903
Tuberculosis,Christopherbury District,GeneXpert tests conducted,202505,70.0,117.0,-40.17094017094017
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202406,1179.0,,
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202407,1930.0,1179.0,63.6980491942324
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202408,1373.0,1930.0,-28.86010362694301
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202409,1376.0,1373.0,0.21849963583394028
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202410,1859.0,1376.0,35.10174418604651
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202411,885.0,1859.0,-52.39376008606777
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202412,1442.0,885.0,62.93785310734463
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202501,2152.0,1442.0,49.237170596393895
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202502,1376.0,2152.0,-36.059479553903344
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202503,1317.0,1376.0,-4.287790697674419
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202504,1558.0,1317.0,18.29916476841306
Tuberculosis,Christopherbury District,TB bacteriologically confirmed,202505,1518.0,1558.0,-2.5673940949935816
Tuberculosis,Christopherbury District,TB contacts investigated,202406,1102.0,,
Tuberculosis,Christopherbury District,TB contacts investigated,202407,1301.0,1102.0,18.058076225045372
Tuberculosis,Christopherbury District,TB contacts investigated,202408,1538.0,1301.0,18.216756341275943
Tuberculosis,Christopherbury District,TB contacts investigated,202409,1476.0,1538.0,-4.031209362808843
Tuberculosis,Christopherbury District,TB contacts investigated,202410,1733.0,1476.0,17.411924119241192
Tuberculosis,Christopherbury District,TB contacts investigated,202411,1312.0,1733.0,-24.293133294864397
Tuberculosis,Christopherbury District,TB contacts investigated,202412,1254.0,1312.0,-4.420731707317073
Tuberculosis,Christopherbury District,TB contacts investigated,202501,1399.0,1254.0,11.562998405103668
Tuberculosis,Christopherbury District,TB contacts investigated,202502,1498.0,1399.0,7.076483202287348
Tuberculosis,Christopherbury District,TB contacts investigated,202503,1358.0,1498.0,-9.345794392523365
Tuberculosis,Christopherbury District,TB contacts investigated,202504,1448.0,1358.0,6.62739322533137
