health_area,country_name,facility_name,org_unit_uid,zero_data_periods,rank
Malaria,Uganda,Terry Health Post,ndSU55gMRLb,0,1
Malaria,Uganda,Torres Hospital,XFlS6bdOIIf,0,1
Malaria,Uganda,Tran Clinic,UWtZmmwHm3q,0,1
Malaria,Uganda,Vargas Health Centre,rxi8tKJAKJe,0,1
Malaria,Uganda,Vaughan Clinic,gzWVpkbfZWF,0,1
Malaria,Uganda,Walker Hospital,MJIxKDDKLui,0,1
Malaria,Uganda,Warner Hospital,eY1BRo0wqFq,0,1
Malaria,Uganda,Warren Health Post,LvmGBtY4xQ9,0,1
Malaria,Uganda,Wells Health Centre,rMoeZGyITaB,0,1
Malaria,Uganda,White Clinic,IuLwOpXJSnX,0,1
Malaria,Uganda,Williams Clinic,g4z8hOi6Len,0,1
Malaria,Uganda,Williams Health Centre,INPAGOCVRsL,0,1
Malaria,Uganda,Williams Health Centre,hvTegq29Bca,0,1
Malaria,Uganda,Williams Hospital,AJR62MJwhRa,0,1
Malaria,Uganda,Wilson Health Centre,RiWwcAZ5hZs,0,1
Malaria,Uganda,Wilson Hospital,QB1Xqm3K05A,0,1
Malaria,Uganda,Woods Health Post,OlI4rHUqGIl,0,1
Malaria,Uganda,Wright Hospital,hLBXVDwANNF,0,1
Malaria,Uganda,Yu Clinic,E4s9wSyPu0N,0,1
Malaria,Uganda,Zimmerman Health Centre,JUmHVLpPVaJ,0,1
Malaria,,,GMWN436oLBD,0,1
Malaria,,,GMiZ2JhNzaY,0,1
Malaria,,,KGdzlXyqqwM,0,1
Malaria,,,OgB7oafA1SQ,0,1
Malaria,,,OyWQH0rEHEO,0,1
Malaria,,,TGG77mz1fe5,0,1
Malaria,,,UYu8hrtsdQD,0,1
Malaria,,,fyGeVeFUTHG,0,1
Malaria,,,gEW59tkMdjH,0,1
Malaria,,,h27GI4zOU8h,0,1
Malaria,,,kx32Iyibb7R,0,1
Malaria,,,mrCQI0jZiaP,0,1
Malaria,,,p0AxPlHvGVO,0,1
Malaria,,,p7acAtJejfH,0,1
Malaria,,,rHUiDvBVpoG,0,1
Reproductive Health,Ethiopia,Adkins Hospital,oueoWaZvYpZ,0,1
Reproductive Health,Ethiopia,Allen Hospital,VosMD8dhvC3,0,1
Reproductive Health,Ethiopia,Alvarado Clinic,wKnf2AwrOIy,0,1
Reproductive Health,Ethiopia,Alvarado Health Post,x0WdMMHV3It,0,1
Reproductive Health,Ethiopia,Anderson Health Centre,aOBpDlxoKP4,0,1
Reproductive Health,Ethiopia,Ashley Dispensary,hdxxhY2SG6v,0,1
Reproductive Health,Ethiopia,Baker Health Post,qsobIp0kNFL,0,1
Reproductive Health,Ethiopia,Ball Health Centre,E2PohCDvghG,0,1
Reproductive Health,Ethiopia,Barnes Health Post,NYp0yX2m6NT,0,1
Reproductive Health,Ethiopia,Bass Health Centre,MYstIDkFYTY,0,1
Reproductive Health,Ethiopia,Bell Health Post,EaySUpZ7FxG,0,1
Reproductive Health,Ethiopia,Brown Health Centre,vKmy7v9ZwJR,0,1
Reproductive Health,Ethiopia,Calhoun Health Centre,yR9i2am0W8L,0,1
Reproductive Health,Ethiopia,Camacho Hospital,sMxN6mdGhoW,0,1
Reproductive Health,Ethiopia,Castaneda Health Post,ixuuzFEs88u,0,1
Reproductive Health,Ethiopia,Clark Health Post,CfeAPtt1aej,0,1
Reproductive Health,Ethiopia,Clark Health Post,U5vcOfrRKLU,0,1
Reproductive Health,Ethiopia,Collins Dispensary,LsqruZpq7Ol,0,1
Reproductive Health,Ethiopia,Crane Health Centre,HxiHIUmH0qZ,0,1
Reproductive Health,Ethiopia,Crosby Clinic,JuKlRTsDubh,0,1
Reproductive Health,Ethiopia,Cruz Health Centre,xRSCwZlejXD,0,1
Reproductive Health,Ethiopia,Dalton Clinic,AETQ4VM4gVy,0,1
Reproductive Health,Ethiopia,Daniels Health Post,HDyfXT6T72A,0,1
Reproductive Health,Ethiopia,Davis Health Centre,bhJOf6fQXGE,0,1
Reproductive Health,Ethiopia,Dominguez Hospital,ayVGAE6GH5j,0,1
Reproductive Health,Ethiopia,Drake Health Post,MVXrSmw5r0A,0,1
Reproductive Health,Ethiopia,Estes Health Post,Nbfayv5wb2q,0,1
Reproductive Health,Ethiopia,Estrada Dispensary,scQRPIwS2fx,0,1
Reproductive Health,Ethiopia,Ferguson Hospital,FDTjSdfSjVi,0,1
Reproductive Health,Ethiopia,Fisher Health Post,DqRQNcRb42I,0,1
Reproductive Health,Ethiopia,Floyd Hospital,Zl8QnQUwvZj,0,1
Reproductive Health,Ethiopia,Gibson Health Centre,fzDWLj8C79d,0,1
Reproductive Health,Ethiopia,Gonzales Clinic,v0GMwB0ybxy,0,1
Reproductive Health,Ethiopia,Graham Clinic,NfdNsoASl8A,0,1
Reproductive Health,Ethiopia,Graham Health Post,V5simi72YTv,0,1
Reproductive Health,Ethiopia,Graham Hospital,uQxwoecy9qN,0,1
Reproductive Health,Ethiopia,Grant Health Post,lbjpQFDaQwV,0,1
Reproductive Health,Ethiopia,Gray Clinic,wkbS8rmtnnE,0,1
Reproductive Health,Ethiopia,Hanson Health Post,nHfgoHH1kUa,0,1
Reproductive Health,Ethiopia,Hernandez Clinic,FTC8vaRP8yA,0,1
Reproductive Health,Ethiopia,Hernandez Health Centre,b8wO86tECcV,0,1
Reproductive Health,Ethiopia,Hernandez Health Post,WNVrA7Ym6E0,0,1
Reproductive Health,Ethiopia,Herrera Hospital,GzttsuxQfcG,0,1
Reproductive Health,Ethiopia,Higgins Health Centre,n6N7vMoxkZl,0,1
Reproductive Health,Ethiopia,Hooper Hospital,Q5HmbUIjd8t,0,1
Reproductive Health,Ethiopia,Hunter Hospital,wobdQep4vUv,0,1
Reproductive Health,Ethiopia,James Health Centre,NWaRM8c7Jry,0,1
Reproductive Health,Ethiopia,Johnston Hospital,yAC47E7YYnB,0,1
Reproductive Health,Ethiopia,Joyce Health Centre,FALcIJrd8RM,0,1
Reproductive Health,Ethiopia,Kelley Health Centre,paESzpAFkgl,0,1
Reproductive Health,Ethiopia,Lam Health Centre,ZLPo0SUDRHx,0,1
Reproductive Health,Ethiopia,Lawson Clinic,fDQQ7C48Jfx,0,1
Reproductive Health,Ethiopia,Lee Dispensary,HJjCg3R62nR,0,1
Reproductive Health,Ethiopia,Lee Hospital,a4JpNQ4czlJ,0,1
Reproductive Health,Ethiopia,Lowe Clinic,aUWY9WGCyZy,0,1
Reproductive Health,Ethiopia,Lowery Health Centre,MuSRqcIz1wp,0,1
Reproductive Health,Ethiopia,Manning Dispensary,MvTMfgaesb6,0,1
Reproductive Health,Ethiopia,Marshall Clinic,jmUmjaDNT4O,0,1
Reproductive Health,Ethiopia,Marshall Dispensary,uiC5i5zKBtg,0,1
Reproductive Health,Ethiopia,Martinez Health Post,ZXW2VO9tz4t,0,1
Reproductive Health,Ethiopia,Martinez Hospital,mAvRUgC91XT,0,1
Reproductive Health,Ethiopia,Mccall Dispensary,GIoFM4Jk9Jr,0,1
Reproductive Health,Ethiopia,Mcclure Health Post,UwMAomxIhRC,0,1
Reproductive Health,Ethiopia,Mccullough Clinic,bN1Wt3wQFea,0,1
Reproductive Health,Ethiopia,Meadows Clinic,ZNQceM4yNnC,0,1
Reproductive Health,Ethiopia,Mercado Clinic,rxNL3prjPHv,0,1
Reproductive Health,Ethiopia,Merritt Health Post,ZNGKwmxRPPL,0,1
Reproductive Health,Ethiopia,Miller Clinic,pE0xb2rVVGf,0,1
Reproductive Health,Ethiopia,Miller Health Centre,rTDIqtifcMj,0,1
Reproductive Health,Ethiopia,Molina Clinic,Z3YaLoqnChG,0,1
Reproductive Health,Ethiopia,Morris Health Post,SxWf1xV8R5a,0,1
Reproductive Health,Ethiopia,Morrison Hospital,wP6i9AbtCPJ,0,1
Reproductive Health,Ethiopia,Nguyen Clinic,rikh3VgMOGL,0,1
Reproductive Health,Ethiopia,Orozco Clinic,eFfCNSSVo0v,0,1
Reproductive Health,Ethiopia,Ortega Dispensary,yLJbrORT9PJ,0,1
Reproductive Health,Ethiopia,Osborne Health Post,sOAULkl2Gri,0,1
Reproductive Health,Ethiopia,Patterson Dispensary,QAljf7kZWB4,0,1
Reproductive Health,Ethiopia,Payne Hospital,OYK3KxBQ2os,0,1
Reproductive Health,Ethiopia,Perry Health Post,FG6zwWGSR0t,0,1
Reproductive Health,Ethiopia,Pittman Dispensary,q0lW97sfnVm,0,1
Reproductive Health,Ethiopia,Ramos Health Centre,Rg2WjThJ5mk,0,1
Reproductive Health,Ethiopia,Ramsey Hospital,A8W6O8LHY1e,0,1
Reproductive Health,Ethiopia,Reeves Clinic,ygL8ia4LnXy,0,1
Reproductive Health,Ethiopia,Rivas Clinic,vAtX99VvWp3,0,1
Reproductive Health,Ethiopia,Robinson Health Post,dzvSOmEHCbl,0,1
Reproductive Health,Ethiopia,Rogers Hospital,zYqycvfK3C4,0,1
Reproductive Health,Ethiopia,Ross Clinic,be0iX3D2A7o,0,1
Reproductive Health,Ethiopia,Ross Health Centre,uVRqUyCf9Zm,0,1
Reproductive Health,Ethiopia,Rush Dispensary,K4XXjiWUTzG,0,1
Reproductive Health,Ethiopia,Russell Hospital,BsvrGRcDOPI,0,1
Reproductive Health,Ethiopia,Salazar Health Post,jpj5SGPqe07,0,1
Reproductive Health,Ethiopia,Smith Clinic,hZ1TGy31GUy,0,1
Reproductive Health,Ethiopia,Spencer Health Centre,yQTpvGGXyP2,0,1
Reproductive Health,Ethiopia,Stafford Hospital,e7qFCD0U1xq,0,1
Reproductive Health,Ethiopia,Stein Health Post,U8KS7xh2NAS,0,1
Reproductive Health,Ethiopia,Sullivan Dispensary,TINiMJsViS7,0,1
Reproductive Health,Ethiopia,Terry Health Centre,rUYFWeNQFSE,0,1
Reproductive Health,Ethiopia,Torres Health Post,RoQMKXjxY3c,0,1
Reproductive Health,Ethiopia,Vargas Health Centre,uSMttKkZ1b8,0,1
Reproductive Health,Ethiopia,Wagner Hospital,lMmB6Uz8a7v,0,1
Reproductive Health,Ethiopia,Walker Clinic,sTtLnIfTb90,0,1
Reproductive Health,Ethiopia,Waller Dispensary,mZyvTHPBdac,0,1
Reproductive Health,Ethiopia,Washington Hospital,cZHntvb6X2v,0,1
Reproductive Health,Ethiopia,Watts Health Centre,hQaFeGvR2EN,0,1
Reproductive Health,Ethiopia,White Health Centre,NTsdtYiXCi5,0,1
Reproductive Health,Ethiopia,Williams Clinic,cCSWr5OBM2o,0,1
Reproductive Health,Ethiopia,Wilson Dispensary,hq5qwMgqk55,0,1
Reproductive Health,Ethiopia,Wilson Health Post,hLbwaBYOtAw,0,1
Reproductive Health,Ethiopia,Young Health Centre,NDxPiH1Caod,0,1
Reproductive Health,Ethiopia,Young Health Centre,wqbWL4DB0fw,0,1
Reproductive Health,Ethiopia,Zavala Clinic,inKZmnYR3W7,0,1
Reproductive Health,Kenya,Abbott Clinic,MZvkbje1qZI,0,1
Reproductive Health,Kenya,Adams Health Centre,PYSOUW4ACNl,0,1
Reproductive Health,Kenya,Allen Hospital,rOMSlNrWXM6,0,1
Reproductive Health,Kenya,Anderson Dispensary,APLuyDcTgCO,0,1
Reproductive Health,Kenya,Baker Health Post,OO1hYsT4Efw,0,1
Reproductive Health,Kenya,Baker Health Post,YFBKlAnifKa,0,1
Reproductive Health,Kenya,Bernard Dispensary,yKwzrnOYs1J,0,1
Reproductive Health,Kenya,Blair Hospital,OYRUevOXK0q,0,1
Reproductive Health,Kenya,Blair Hospital,ixUqiGktBIN,0,1
Reproductive Health,Kenya,Bradley Clinic,pO5Z6bCn4St,0,1
Reproductive Health,Kenya,Brennan Clinic,cvs25YGEtVf,0,1
Reproductive Health,Kenya,Bright Health Post,IiSmL772EIs,0,1
Reproductive Health,Kenya,Brown Health Centre,kBQzHGqrAbQ,0,1
Reproductive Health,Kenya,Brown Hospital,GOLH9Tfy8zm,0,1
Reproductive Health,Kenya,Brown Hospital,RReCTn9Y0fJ,0,1
Reproductive Health,Kenya,Bush Clinic,X0yg55J8aMc,0,1
Reproductive Health,Kenya,Calderon Health Centre,qvwpdGwvq5L,0,1
Reproductive Health,Kenya,Cannon Health Centre,YBkMt6sIHpE,0,1
Reproductive Health,Kenya,Carney Health Centre,iyG33aRsmIc,0,1
Reproductive Health,Kenya,Chapman Dispensary,wHBVpVmwK2o,0,1
Reproductive Health,Kenya,Chavez Dispensary,FlYaeFFsqeP,0,1
Reproductive Health,Kenya,Clark Hospital,BGbF6Br9gEF,0,1
Reproductive Health,Kenya,Collins Health Post,dpspZib17ou,0,1
Reproductive Health,Kenya,Conner Clinic,fn61Oxm0WoK,0,1
Reproductive Health,Kenya,Cox Health Centre,uILKnXQUD3y,0,1
Reproductive Health,Kenya,Daniel Dispensary,kXe0V9P2h3j,0,1
Reproductive Health,Kenya,Davis Clinic,POa9b9bGgfQ,0,1
Reproductive Health,Kenya,Davis Hospital,XFa2VS8m4o8,0,1
Reproductive Health,Kenya,Davis Hospital,utoUSXkEn3q,0,1
Reproductive Health,Kenya,Ferrell Hospital,XHHjXuf9lbe,0,1
Reproductive Health,Kenya,Galloway Health Centre,uo8Gie05Vhg,0,1
Reproductive Health,Kenya,Garcia Health Centre,YM0w6Mh5XsH,0,1
Reproductive Health,Kenya,Gardner Health Post,ZiYYTwD0jZ5,0,1
Reproductive Health,Kenya,Garrett Health Post,iRKLntLsRce,0,1
Reproductive Health,Kenya,Gentry Health Post,i9yvwNODe9n,0,1
Reproductive Health,Kenya,Gonzalez Health Centre,AT6raSae91R,0,1
Reproductive Health,Kenya,Gonzalez Health Post,Ki0J2UvHGSp,0,1
Reproductive Health,Kenya,Graham Hospital,Q7pP8aWE7JZ,0,1
Reproductive Health,Kenya,Gray Hospital,KpWWLVJxTZ0,0,1
Reproductive Health,Kenya,Hall Health Centre,R6jSHe42JRy,0,1
Reproductive Health,Kenya,Harris Health Post,z2lkXYHb6y6,0,1
Reproductive Health,Kenya,Henderson Clinic,MHW6JBgW4R1,0,1
Reproductive Health,Kenya,Henderson Clinic,hrFub0TGt0c,0,1
Reproductive Health,Kenya,Henderson Hospital,LIvvdrPo9fK,0,1
Reproductive Health,Kenya,Hensley Clinic,qnl8gX1bKJw,0,1
Reproductive Health,Kenya,Hicks Hospital,QnScg1DMLRp,0,1
Reproductive Health,Kenya,Hodges Dispensary,GHMMNFQGbc7,0,1
Reproductive Health,Kenya,Hoffman Health Post,RCHcV7DHEfM,0,1
Reproductive Health,Kenya,Hurst Clinic,Sy5tmxGPZns,0,1
Reproductive Health,Kenya,Jackson Clinic,b1M9DMB3Z4F,0,1
Reproductive Health,Kenya,James Hospital,hbNFUv0ATgg,0,1
Reproductive Health,Kenya,Johnson Dispensary,FJKxzaLJ5FC,0,1
Reproductive Health,Kenya,Johnson Hospital,MTs0xZzgVbV,0,1
Reproductive Health,Kenya,Jones Dispensary,DLR2jGHjPhC,0,1
Reproductive Health,Kenya,Jones Dispensary,wh9otFPFFK1,0,1
Reproductive Health,Kenya,Jones Health Post,gpfRotZwjbo,0,1
Reproductive Health,Kenya,Kim Health Post,FgKtbeK6FBf,0,1
Reproductive Health,Kenya,Lawrence Hospital,rIkfQ90Kc9B,0,1
Reproductive Health,Kenya,Le Clinic,F9v5cFXG5tc,0,1
Reproductive Health,Kenya,Lewis Dispensary,a3ZYdv8Jhiq,0,1
Reproductive Health,Kenya,Lewis Hospital,o1qsZ2vT5Xa,0,1
Reproductive Health,Kenya,Liu Hospital,chOgvKOBfX6,0,1
Reproductive Health,Kenya,Lynch Dispensary,rwlkoCvySo4,0,1
Reproductive Health,Kenya,Maddox Dispensary,DmSQClFPxqF,0,1
Reproductive Health,Kenya,Martin Health Post,NydZaQPlTkn,0,1
Reproductive Health,Kenya,Mayo Dispensary,mlkmIzADT1G,0,1
Reproductive Health,Kenya,Mcclain Health Centre,m020pMLlIGy,0,1
Reproductive Health,Kenya,Mckay Clinic,xt2pDV55f3h,0,1
Reproductive Health,Kenya,Miller Health Centre,t46xF9o6gou,0,1
Reproductive Health,Kenya,Miller Health Post,T2NwAiAwcmH,0,1
Reproductive Health,Kenya,Miller Health Post,eV3OyjQDjw7,0,1
Reproductive Health,Kenya,Montgomery Clinic,Bi9BcnyduD6,0,1
Reproductive Health,Kenya,Moore Hospital,KEBNYuYpy47,0,1
Reproductive Health,Kenya,Morales Health Post,doGd11HsgMH,0,1
Reproductive Health,Kenya,Munoz Dispensary,GmOU7hVfukk,0,1
Reproductive Health,Kenya,Pacheco Health Centre,LKFS4uzlOyv,0,1
Reproductive Health,Kenya,Perez Dispensary,DN8TL4A5whz,0,1
Reproductive Health,Kenya,Peterson Clinic,N7KLUptMdtS,0,1
Reproductive Health,Kenya,Porter Health Centre,BZTJfWcNz2t,0,1
Reproductive Health,Kenya,Ramirez Hospital,OSBm5ZLfctj,0,1
Reproductive Health,Kenya,Ray Dispensary,Cwt8vexGfsk,0,1
Reproductive Health,Kenya,Reid Health Centre,Dw4qHOMXmFX,0,1
Reproductive Health,Kenya,Rhodes Dispensary,a5bI9JKyhJ3,0,1
Reproductive Health,Kenya,Rice Health Centre,CAa5TF988q2,0,1
Reproductive Health,Kenya,Richards Dispensary,vrVjop46FjU,0,1
Reproductive Health,Kenya,Robbins Health Post,lUT2snHGzWX,0,1
Reproductive Health,Kenya,Roberts Clinic,IhxXMicKC7G,0,1
Reproductive Health,Kenya,Robinson Clinic,aI9rr2dyCXh,0,1
Reproductive Health,Kenya,Robinson Health Centre,c5KXbb0gjGL,0,1
Reproductive Health,Kenya,Robinson Hospital,TvrDm8lDGdD,0,1
Reproductive Health,Kenya,Rodriguez Clinic,xCq8y0Ac2lq,0,1
Reproductive Health,Kenya,Rodriguez Dispensary,wjJahcsVk9q,0,1
Reproductive Health,Kenya,Rodriguez Health Post,B1ccgIRnj1U,0,1
Reproductive Health,Kenya,Rogers Health Centre,bAyM25r8Ne6,0,1
Reproductive Health,Kenya,Roman Health Centre,GnDO6rpTaJU,0,1
Reproductive Health,Kenya,Roman Hospital,yt5Rl7dKlPz,0,1
Reproductive Health,Kenya,Romero Dispensary,u9umhmiJAEZ,0,1
Reproductive Health,Kenya,Romero Health Post,VXvdSA9RH9X,0,1
Reproductive Health,Kenya,Ross Hospital,vQUYuAuGhAl,0,1
Reproductive Health,Kenya,Ryan Dispensary,q0Qy4yJplEI,0,1
Reproductive Health,Kenya,Santos Dispensary,gl7fDZ7jkxI,0,1
Reproductive Health,Kenya,Santos Dispensary,yWkmWlVE9c6,0,1
Reproductive Health,Kenya,Skinner Hospital,pLN3M9Zeyxa,0,1
Reproductive Health,Kenya,Smith Health Centre,MaC8zQGntGg,0,1
Reproductive Health,Kenya,Smith Health Centre,d5Lqqc6gVou,0,1
Reproductive Health,Kenya,Smith Hospital,MXl4kbcm2mQ,0,1
Reproductive Health,Kenya,Spencer Health Post,Y5TdCpnZYGT,0,1
Reproductive Health,Kenya,Tucker Clinic,B9INnUYQEmc,0,1
Reproductive Health,Kenya,Valencia Hospital,Ch7oQUvisY4,0,1
Reproductive Health,Kenya,Wagner Clinic,Ug9M8w7Kezi,0,1
Reproductive Health,Kenya,Williams Health Post,t0JdqPjAWjE,0,1
Reproductive Health,Kenya,Wong Clinic,RkUwWDXjyqp,0,1
Reproductive Health,Kenya,Wright Dispensary,pvIrMBLjM5i,0,1
Reproductive Health,Kenya,Zimmerman Health Post,lhriyuGHahk,0,1
Reproductive Health,Kenya,Zuniga Hospital,BnLUvixmxMh,0,1
Reproductive Health,Tanzania,Adams Health Centre,uR0w8aD9qHB,0,1
Reproductive Health,Tanzania,Allen Clinic,kO9QRlNRgt2,0,1
Reproductive Health,Tanzania,Barton Clinic,pZ5jqeS2Lik,0,1
Reproductive Health,Tanzania,Bates Clinic,tN65WKbFY0V,0,1
Reproductive Health,Tanzania,Booth Hospital,N0ixVdSsboT,0,1
Reproductive Health,Tanzania,Bradshaw Dispensary,BSQk6rYtd9K,0,1
Reproductive Health,Tanzania,Branch Dispensary,qL4XdorpvLT,0,1
Reproductive Health,Tanzania,Brown Health Post,VCZ23jjyF7t,0,1
Reproductive Health,Tanzania,Brown Hospital,SOiSDwVsMlx,0,1
Reproductive Health,Tanzania,Bryan Clinic,mSG3nqpNgQY,0,1
Reproductive Health,Tanzania,Bryant Health Post,Y5L57Nz7zkg,0,1
Reproductive Health,Tanzania,Cantu Health Post,LmPCUpdt9Id,0,1
Reproductive Health,Tanzania,Carter Dispensary,KM3XoKWsJyt,0,1
Reproductive Health,Tanzania,Carter Health Post,QjC6o0EGp4G,0,1
Reproductive Health,Tanzania,Clark Health Centre,Mqnm1FQmdcB,0,1
Reproductive Health,Tanzania,Clark Hospital,lLxynP3MoZh,0,1
Reproductive Health,Tanzania,Coleman Health Post,QOfrVuk6E1r,0,1
Reproductive Health,Tanzania,Costa Clinic,KoTdt1MLMk7,0,1
Reproductive Health,Tanzania,Dalton Clinic,E5RWALJYFze,0,1
Reproductive Health,Tanzania,Davis Health Centre,mgFQOivjvoT,0,1
Reproductive Health,Tanzania,Dickerson Dispensary,MdzrEbzW1pA,0,1
Reproductive Health,Tanzania,Dudley Health Post,O2PBiwRpPid,0,1
Reproductive Health,Tanzania,Duran Hospital,UV9iUSCgg4s,0,1
Reproductive Health,Tanzania,Durham Health Centre,zMo1Getyn6w,0,1
Reproductive Health,Tanzania,Fernandez Hospital,FP5ctqSBVD8,0,1
Reproductive Health,Tanzania,Francis Health Centre,Qeh3hsiLdru,0,1
Reproductive Health,Tanzania,French Health Centre,Y1RXW0IMDMx,0,1
Reproductive Health,Tanzania,French Health Post,s36MRGtH7am,0,1
Reproductive Health,Tanzania,Garcia Dispensary,eWMgEDaLy2h,0,1
Reproductive Health,Tanzania,Gay Health Post,RKZac2iTAWP,0,1
Reproductive Health,Tanzania,George Clinic,mXbIgdpsT3W,0,1
Reproductive Health,Tanzania,Gibbs Clinic,u63UUWjR6na,0,1
Reproductive Health,Tanzania,Gibson Clinic,N7MZFYNvIuy,0,1
Reproductive Health,Tanzania,Gonzales Health Centre,ZU43tzQktg3,0,1
Reproductive Health,Tanzania,Graham Health Post,yM9AxXeC0os,0,1
Reproductive Health,Tanzania,Greene Health Post,rmWg2Z8CM2i,0,1
Reproductive Health,Tanzania,Guerrero Clinic,Q64RHRBlxCc,0,1
Reproductive Health,Tanzania,Guerrero Health Centre,HGI4AtxXGkQ,0,1
Reproductive Health,Tanzania,Harrison Clinic,E8INlt4EFYu,0,1
Reproductive Health,Tanzania,Harrison Hospital,PKnSRo00Lsv,0,1
Reproductive Health,Tanzania,Hayes Health Centre,KbH9WFtZ1wg,0,1
Reproductive Health,Tanzania,Hayes Health Post,CHeyIgkKpRC,0,1
Reproductive Health,Tanzania,Hines Dispensary,ifzE4CkRdvO,0,1
Reproductive Health,Tanzania,Hodges Health Post,ETjeuW2gDyU,0,1
Reproductive Health,Tanzania,Holland Clinic,Jw7c3axZQt2,0,1
Reproductive Health,Tanzania,Holloway Hospital,aqdcRAXpSMP,0,1
Reproductive Health,Tanzania,Hubbard Clinic,IibHRUpF1fx,0,1
Reproductive Health,Tanzania,Johnson Health Centre,WrY7G58ijwI,0,1
Reproductive Health,Tanzania,Johnston Clinic,TtvoRXOLVlw,0,1
Reproductive Health,Tanzania,Jones Health Post,QwOppSmwwjZ,0,1
Reproductive Health,Tanzania,Jones Hospital,dlcjmedYlIg,0,1
Reproductive Health,Tanzania,Kennedy Health Post,DBk2g5nivaa,0,1
Reproductive Health,Tanzania,Kim Health Post,MoDHQUEtOhP,0,1
Reproductive Health,Tanzania,Kim Health Post,cZJvhVaHk4l,0,1
Reproductive Health,Tanzania,King Clinic,omOMQtG5L5A,0,1
Reproductive Health,Tanzania,Larson Clinic,H3VoAFENRgJ,0,1
Reproductive Health,Tanzania,Lynch Dispensary,Crwndvu33Ar,0,1
Reproductive Health,Tanzania,Martinez Hospital,g6oxAqN91Gi,0,1
Reproductive Health,Tanzania,Matthews Clinic,OAA4LsaZMMr,0,1
Reproductive Health,Tanzania,Mcdaniel Clinic,DmDcRsxjwyn,0,1
Reproductive Health,Tanzania,Meza Hospital,e1xJUfSwHCW,0,1
Reproductive Health,Tanzania,Miller Dispensary,pIoN6OyAKSs,0,1
Reproductive Health,Tanzania,Mills Health Post,eACcR5HyNww,0,1
Reproductive Health,Tanzania,Moore Health Centre,KPGj4AS1Hf3,0,1
Reproductive Health,Tanzania,Moore Hospital,ye0F7CKYn4l,0,1
Reproductive Health,Tanzania,Morales Hospital,RSEP5u3Ll7Q,0,1
Reproductive Health,Tanzania,Morgan Health Centre,fEQA2OMrQ2d,0,1
Reproductive Health,Tanzania,Morris Hospital,aULgEAPECZG,0,1
Reproductive Health,Tanzania,Morse Health Post,OQpMYekFwRy,0,1
Reproductive Health,Tanzania,Murray Health Centre,mg2Tnh0P2lw,0,1
Reproductive Health,Tanzania,Murray Hospital,YpneTQLbXY6,0,1
Reproductive Health,Tanzania,Nelson Health Centre,v3YVG2nYJvn,0,1
Reproductive Health,Tanzania,Obrien Health Centre,D6BFjGK8mwO,0,1
Reproductive Health,Tanzania,Olsen Health Post,YVKmYml2hiF,0,1
Reproductive Health,Tanzania,Olson Hospital,S9TR28TsNoF,0,1
Reproductive Health,Tanzania,Ortiz Hospital,FivRI9nWAn6,0,1
Reproductive Health,Tanzania,Peck Clinic,UZSkkEOPWgk,0,1
Reproductive Health,Tanzania,Pennington Dispensary,xG4Jeu2qvjS,0,1
Reproductive Health,Tanzania,Perez Clinic,PsZSlj239g3,0,1
Reproductive Health,Tanzania,Perry Dispensary,v1sUfpLDFQe,0,1
Reproductive Health,Tanzania,Pierce Hospital,oOiEAk7wcB7,0,1
Reproductive Health,Tanzania,Powell Hospital,F5Iw1BLiFAh,0,1
Reproductive Health,Tanzania,Preston Health Post,FSi5lGQ15LJ,0,1
Reproductive Health,Tanzania,Ramirez Health Centre,VXi0Bu6GoYS,0,1
Reproductive Health,Tanzania,Ramos Health Centre,cBdlATPd4Iv,0,1
Reproductive Health,Tanzania,Ramos Health Post,mDYj5VPpY0s,0,1
Reproductive Health,Tanzania,Shea Health Post,CQzVyAdqTfn,0,1
Reproductive Health,Tanzania,Simpson Clinic,b3kB9P9bSeL,0,1
Reproductive Health,Tanzania,Smith Clinic,cb4jJUFaaP3,0,1
Reproductive Health,Tanzania,Smith Health Post,CC3jNYFqM9o,0,1
Reproductive Health,Tanzania,Smith Health Post,CRcR04foc4r,0,1
Reproductive Health,Tanzania,Sparks Dispensary,cxcUfQJ9vvp,0,1
Reproductive Health,Tanzania,Stephens Health Centre,Bnufdhxkoss,0,1
Reproductive Health,Tanzania,Stone Clinic,Wxk4gOq58DH,0,1
Reproductive Health,Tanzania,Taylor Hospital,NRYAY2GQ4Zr,0,1
Reproductive Health,Tanzania,Thompson Hospital,fGf6OpLvGkF,0,1
Reproductive Health,Tanzania,Thornton Clinic,TDHdrSdwi1I,0,1
Reproductive Health,Tanzania,Torres Dispensary,ju3l3rEGhls,0,1
Reproductive Health,Tanzania,Torres Hospital,xxhJ9NUXcXp,0,1
Reproductive Health,Tanzania,Tran Dispensary,orIlo8vWo5R,0,1
Reproductive Health,Tanzania,Underwood Clinic,k33l8qdyX0O,0,1
Reproductive Health,Tanzania,Warner Clinic,PllH1SPf29K,0,1
Reproductive Health,Tanzania,Weber Clinic,QzY0BkOa3yV,0,1
Reproductive Health,Tanzania,Wheeler Hospital,EScgfj8TPRc,0,1
Reproductive Health,Tanzania,Wilson Health Centre,bOyzqSUdfIL,0,1
Reproductive Health,Tanzania,Wolfe Health Post,OPWrS8oJQG8,0,1
Reproductive Health,Uganda,Allen Clinic,cbHnZUVCBAm,0,1
Reproductive Health,Uganda,Andrews Clinic,itW8eOJLWeT,0,1
